OSEBuildingID,DataYear,BuildingType,PrimaryPropertyType,PropertyName,Address,State,ZipCode,Neighborhood,LargestPropertyUseType,YearsENERGYSTARCertified,NumberofBuildings,NumberofFloors,PropertyGFATotal,ENERGYSTARScore,SiteEnergyUse(kBtu),SteamUse(kBtu),Electricity(kBtu),NaturalGas(kBtu),TotalGHGEmissions,BuildingAge,TotalUseTypeNumber,GFABuildingRate,GFAParkingRate,GFAPerBuilding,GFAPerFloor,harvesine_distance
20503,2016,NonResidential,Medical Office,Seattle Children's Hospital Odessa Brown Children's Clinic,2101 E. Yesler Way,WA,98122.0,CENTRAL,Medical Office,,1.0,2.0,39000.0,25.5,2637036.875,0.0,2305610.5,331474.5,33.675,26,1,1.0,0.0,39000.0,19500.0,12356.191794309469
20506,2016,NonResidential,Other,NW ART AND FRAME/HUSKY ICE CREAM,4721 CALIFORNIA AVE SW,WA,98116.0,SOUTHWEST,Other - Mall,,1.0,1.0,22180.0,,5076418.0,0.0,2664497.5,2411975.5,146.675,92,2,1.0,0.0,22180.0,22180.0,12363.727401443364
20519,2016,NonResidential,Distribution Center,2001 Plum LLC,2001 South Plum Street,WA,98144.0,GREATER DUWAMISH,Distribution Center,,1.0,1.0,25920.0,,1230588.375,0.0,1104969.5,125641.5,14.375,47,3,1.0,0.0,25920.0,25920.0,12357.067534147678
20520,2016,NonResidential,Refrigerated Warehouse,oriental meats,2001 21st Ave S,WA,98144.0,GREATER DUWAMISH,Refrigerated Warehouse,,1.0,1.0,25480.0,,738232.59375,0.0,738248.0,0.0,5.15,63,1,1.0,0.0,25480.0,25480.0,12357.026498881673
20522,2016,NonResidential,Warehouse,MB Warehouse LLC,2028 21st Ave S,WA,98144.0,GREATER DUWAMISH,Non-Refrigerated Warehouse,,1.0,2.0,31000.0,,3169566.875,0.0,3115777.5,53871.5,24.585,46,1,1.0,0.0,31000.0,15500.0,12356.984252626708
20523,2016,NonResidential,Small- and Mid-Sized Office,ABM/ Johnson Barrow,2001 22nd ave. S.,WA,98144.0,GREATER DUWAMISH,Office,,1.0,1.0,29740.0,42.5,1626483.125,0.0,1428669.0,197847.0,20.47,55,2,1.0,0.0,29740.0,29740.0,12356.961937075168
20525,2016,NonResidential,Distribution Center,"Kusak Cut Glass Works, Inc.",1911 22nd Avenue S,WA,98144.0,GREATER DUWAMISH,Distribution Center,,1.0,1.0,23236.0,,435745.0,0.0,222835.5,212914.0,12.865,62,3,1.0,0.0,23236.0,23236.0,12356.887401954742
20526,2016,NonResidential,Small- and Mid-Sized Office,Wellspring Family Services,1900 Rainier AVE S,WA,98144.0,SOUTHEAST,Office,,1.0,3.0,38075.0,,1921845.625,0.0,1800012.5,121870.0,19.02,7,3,1.0,0.0,38075.0,12691.667,12356.829213830308
20531,2016,NonResidential,Small- and Mid-Sized Office,American Red Cross,1900 25th Ave S,WA,98144.0,SOUTHEAST,Office,,1.0,2.0,39170.0,81.0,2166262.875,0.0,1086447.5,1079838.0,64.92500000000001,46,1,1.0,0.0,39170.0,19585.0,12356.56375057032
20532,2016,Nonresidential COS,Other,Amy Yee Tennis Center,2000 M L King Jr Way S,WA,98134.0,SOUTHEAST,Other - Recreation,,0.5,1.0,36070.0,,1356343.1875,0.0,1356369.0,0.0,9.455,39,1,1.0,0.0,72140.0,36070.0,12356.486870553797
20541,2016,NonResidential,Other,(ID20541) MYCON'S USED CARS,3711 RAINIER AVE S,WA,98144.0,SOUTHEAST,Other - Services,,1.0,2.0,20047.0,,113226.1992,0.0,113228.0,0.0,0.79,53,1,1.0,0.0,20047.0,10023.5,12356.829728198813
20552,2016,NonResidential,Retail Store,OLD WESTERN STEEL CASTING CO,3300 1ST AVE S,WA,98134.0,GREATER DUWAMISH,Retail Store,,1.0,1.0,20000.0,69.0,610260.84375,0.0,610275.0,0.0,4.255,102,1,1.0,0.0,20000.0,20000.0,12359.434984077443
20556,2016,NonResidential,Warehouse,3300,3300 6th Avenue South,WA,98134.0,GREATER DUWAMISH,Non-Refrigerated Warehouse,,1.0,2.0,32400.0,87.0,199996.0,0.0,199999.0,0.0,1.395,61,1,1.0,0.0,32400.0,16200.0,12358.875054287979
20565,2016,NonResidential,Supermarket / Grocery Store,Safeway 0368 - Queen Anne,2100 Queen Anne Ave N,WA,98109.0,MAGNOLIA / QUEEN ANNE,Supermarket/Grocery Store,,1.0,1.0,25159.0,38.0,8989903.5,0.0,4924956.0,4065050.0,250.225,54,2,1.0,0.0,25159.0,25159.0,12357.958129288005
20573,2016,Nonresidential COS,Other,Queen Anne Community Center,1901 1st Ave W,WA,98119.0,MAGNOLIA / QUEEN ANNE,Other - Recreation,,1.0,1.0,27247.0,,2276093.25,0.0,899370.0,1376742.0,79.38499999999999,68,4,1.0,0.0,27247.0,27247.0,12358.241864139005
20604,2016,NonResidential,Distribution Center,MCNIVEN,20-24 S. Idaho Street,WA,98134.0,GREATER DUWAMISH,Distribution Center,,1.0,1.0,26680.0,50.0,349888.60155,0.0,349898.0,0.0,2.44,61,1,1.0,0.0,26680.0,26680.0,12360.361402710356
20605,2016,NonResidential,Warehouse,VISKO BUILDING,4229 WEST MARGINAL WAY SW,WA,98106.0,DELRIDGE,Non-Refrigerated Warehouse,,1.0,1.0,31521.0,7.0,1750536.5,0.0,679480.5,1071069.5,61.625,63,1,1.0,0.0,31521.0,31521.0,12361.22741671729
20613,2016,NonResidential,Warehouse,QFC Warehouse,3663 1st Avenue S,WA,98134.0,GREATER DUWAMISH,Non-Refrigerated Warehouse,,1.0,1.0,24000.0,,999799.25,0.0,379886.0,619920.0,35.575,65,2,1.0,0.0,24000.0,24000.0,12359.714029168852
20614,2016,NonResidential,Self-Storage Facility,HGA Investment LLC,14 S Idaho St,WA,98134.0,GREATER DUWAMISH,Self-Storage Facility,,1.0,1.0,21900.0,,1139350.3125,0.0,101746.0,1037606.5,55.815,64,1,1.0,0.0,21900.0,21900.0,12360.424200003179
20618,2016,NonResidential,Warehouse,"Compton Lumber Co., Inc",3847  1st Avenue South,WA,98134.0,GREATER DUWAMISH,Non-Refrigerated Warehouse,,1.0,1.0,38005.0,,744786.8125,0.0,633959.5,110840.5,10.305,55,3,1.0,0.0,38005.0,38005.0,12359.847836854226
20620,2016,NonResidential,Distribution Center,3851 Distribution Center,3851 1st Ave S,WA,98134.0,GREATER DUWAMISH,Distribution Center,,1.0,1.0,35579.0,66.0,1061152.625,0.0,419057.5,642104.0,37.025,18,1,1.0,0.0,35579.0,35579.0,12359.906308383954
20626,2016,NonResidential,Distribution Center,3317,3317 6th Avenue South,WA,98134.0,GREATER DUWAMISH,Distribution Center,,1.0,1.0,49950.0,87.5,235466.85155000002,0.0,235471.5,0.0,1.645,41,1,1.0,0.0,49950.0,49950.0,12358.97726766417
20659,2016,NonResidential,Worship Facility,Magnolia United Church of Christ,3555 West McGraw Street,WA,98199.0,MAGNOLIA / QUEEN ANNE,Worship Facility,2013,1.0,2.0,22612.0,88.5,702118.40625,0.0,155771.0,546350.5,30.1,69,1,1.0,0.0,22612.0,11306.0,12361.08512314664
20685,2016,NonResidential,Other,Toyota of Lake City,13355 Lake City Way NE,WA,98125.0,NORTH,Automobile Dealership,,1.0,2.0,38787.0,,3151481.25,0.0,2240169.5,911358.5,64.02,40,2,1.0,0.0,38787.0,19393.5,12349.534034239448
20686,2016,NonResidential,Self-Storage Facility,Lake City Mini Storage,3136 NE 130th St,WA,98125.0,NORTH,Self-Storage Facility,,1.5,2.0,50368.0,,736504.59375,0.0,245244.0,491265.5,27.799999999999997,28,1,1.0,0.0,33578.667,25184.0,12349.69185985655
20707,2016,NonResidential,Warehouse,Mallory Safety & Supply LLC,5510 E Marginal Way South,WA,98134.0,GREATER DUWAMISH,Non-Refrigerated Warehouse,,1.0,1.0,30545.0,12.0,1550182.4375,0.0,477032.5,1073160.0,60.32,78,2,1.0,0.0,30545.0,30545.0,12360.590385883947
20735,2016,NonResidential,K-12 School,St. Anne School,101 W. Lee St.,WA,98112.0,MAGNOLIA / QUEEN ANNE,K-12 School,,1.0,3.0,32691.0,99.0,962434.65625,0.0,460886.5,501557.0,29.85,94,1,1.0,0.0,32691.0,10897.0,12358.412782352265
20743,2016,NonResidential,Worship Facility,St. Anne Church & Rectory,1411 1st Ave.,WA,98119.0,MAGNOLIA / QUEEN ANNE,Worship Facility,,1.0,2.0,24227.0,59.5,1052930.5625,0.0,197786.5,855147.5,46.795,53,1,1.0,0.0,24227.0,12113.5,12358.407120423644
20768,2016,NonResidential,Distribution Center,Dekeriver LLC,1900 S Corgiat Drive,WA,98108.0,GREATER DUWAMISH,Distribution Center,,1.0,1.0,27000.0,60.0,633072.65625,0.0,334945.0,298134.5,18.17,60,1,1.0,0.0,27000.0,27000.0,12359.11332330479
20815,2016,NonResidential,Small- and Mid-Sized Office,SPRAG,2517 Eastlake Ave E,WA,98104.0,LAKE UNION,Office,20152012,1.0,2.0,21183.0,96.5,431368.04689999996,0.0,431378.0,0.0,3.005,59,2,1.0,0.0,21183.0,10591.5,12355.71037414132
20818,2016,NonResidential,Small- and Mid-Sized Office,Eastlake Professional Center,2633 EASTLAKE AVE E #307,WA,98102.0,LAKE UNION,Office,,1.0,3.0,29392.0,91.0,787498.09375,0.0,703632.0,83880.0,9.36,55,2,0.86956,0.13044,29392.0,9797.333,12355.629342731725
20836,2016,NonResidential,Large Office,Eastlake Center (North & South),2825 Eastlake AVE E,WA,98102.0,LAKE UNION,Office,,1.0,5.0,137738.0,61.5,4739142.75,0.0,4739242.5,0.0,33.04,31,3,0.59703,0.40297,137738.0,27547.6,12355.452163848275
20861,2016,NonResidential,Residence Hall,(ID20861) KEYSTONE GROUP HOME,3515 WOODLAND PARK AVE N,WA,98103.0,LAKE UNION,Residence Hall/Dormitory,,1.0,3.0,21118.0,44.0,1376721.375,0.0,739828.5,636909.0,38.980000000000004,28,1,1.0,0.0,21118.0,7039.333,12356.572555682604
20868,2016,NonResidential,Large Office,Stone 34,3400 Stone Way N,WA,98103.0,LAKE UNION,Office,20162015,1.0,5.0,206126.0,99.0,4029138.5,0.0,3309717.5,719303.5,61.275000000000006,3,4,0.80768,0.19232,206126.0,41225.2,12356.52602915969
20871,2016,NonResidential,Small- and Mid-Sized Office,The Production Network,1000 North Northlake Way,WA,98103.0,LAKE UNION,Office,,1.0,2.0,20500.0,72.0,1024564.5625,0.0,861144.5,163429.0,14.685,116,1,1.0,0.0,20500.0,10250.0,12356.699982031485
20885,2016,NonResidential,Senior Care Community,Ballard Center,820 NW 95th Street,WA,98117.0,BALLARD,Senior Care Community,,1.0,2.0,47529.0,5.5,11284408.0,0.0,3537294.0,7747187.0,436.11,50,2,0.67388,0.32612,47529.0,23764.5,12355.839992944826
20888,2016,NonResidential,Worship Facility,Assumption Church,6215 33rd Ave. NE,WA,98115.0,NORTHEAST,Worship Facility,,1.0,2.0,25521.0,83.5,583530.15625,0.0,353878.0,229659.0,14.665,86,1,1.0,0.0,25521.0,12760.5,12351.92175878026
20890,2016,NonResidential,K-12 School,ASB School,6220 32nd Ave. NE,WA,98115.0,NORTHEAST,K-12 School,,1.0,1.0,23190.0,81.5,1622875.125,0.0,474096.5,1148788.5,64.315,30,1,1.0,0.0,23190.0,23190.0,12351.92175878026
20916,2016,NonResidential,Small- and Mid-Sized Office,St. John Egan Hall,123 N. 79th St.,WA,98103.0,NORTHWEST,Office,,1.0,1.0,20678.0,97.5,805860.5,0.0,173412.5,632451.5,34.8,56,1,1.0,0.0,20678.0,20678.0,12355.728370366769
20917,2016,NonResidential,K-12 School,St. John School,120 N. 79th St.,WA,98103.0,NORTHWEST,K-12 School,,1.0,3.0,28820.0,44.0,2565227.25,0.0,674680.0,1890560.5,105.11,94,1,1.0,0.0,28820.0,9606.667,12355.73186963517
20928,2016,NonResidential,Worship Facility,St. Paul Church & School,10001 57th Ave. S,WA,98178.0,SOUTHEAST,Worship Facility,,1.0,2.0,27876.0,71.0,1842768.6875,0.0,609280.0,1233501.5,69.755,62,1,1.0,0.0,27876.0,13938.0,12357.606149605761
20930,2016,SPS-District K-12,K-12 School,Queen Anne Elementary,411 Boston St.,WA,98109.0,MAGNOLIA / QUEEN ANNE,K-12 School,2016,1.0,1.0,48789.0,91.5,1421831.8125,0.0,875317.5,546532.5,35.13,91,1,1.0,0.0,48789.0,48789.0,12357.467579981489
20970,2016,NonResidential,Senior Care Community,Kin On Health Care Center,4416 S Brandon St,WA,98118.0,SOUTHEAST,Senior Care Community,,1.0,2.0,48882.0,52.0,6687369.5,0.0,2728110.0,3959316.5,229.3,50,2,0.85203,0.14797,48882.0,24441.0,12356.653653906147
20976,2016,NonResidential,Warehouse,NWCP-SEA Bldg E,650 S. Lucile St,WA,98108.0,GREATER DUWAMISH,Non-Refrigerated Warehouse,,1.0,1.0,22320.0,64.5,422444.45314999996,0.0,422453.0,0.0,2.9450000000000003,39,1,1.0,0.0,22320.0,22320.0,12359.803796027856
20978,2016,NonResidential,Other,Terreno Lucile,637 S LUCILE ST,WA,98108.0,GREATER DUWAMISH,Manufacturing/Industrial Plant,,1.0,1.0,47105.0,,10234721.0,0.0,4233850.0,6000871.0,348.22,40,1,1.0,0.0,47105.0,47105.0,12359.82234092061
20979,2016,NonResidential,Small- and Mid-Sized Office,The Hathaway Building,5506 6th Ave S.,WA,98108.0,GREATER DUWAMISH,Office,,1.0,2.0,40029.0,76.0,1327244.625,0.0,1327269.0,0.0,9.25,34,2,1.0,0.0,40029.0,20014.5,12359.91132009441
20984,2016,NonResidential,Small- and Mid-Sized Office,Building R,650 South Orcas Street,WA,98108.0,GREATER DUWAMISH,Office,,1.0,2.0,28304.0,67.5,1265540.75,0.0,1265567.0,0.0,8.825,46,1,1.0,0.0,28304.0,14152.0,12359.901135531685
20985,2016,NonResidential,Other,Building Q,670 South Orcas Street,WA,98108.0,GREATER DUWAMISH,Other - Recreation,,1.0,1.0,26400.0,,476270.25,0.0,476280.5,0.0,3.325,46,2,1.0,0.0,26400.0,26400.0,12359.874187458801
20986,2016,NonResidential,Warehouse,Orcas Maintenance Shop,707 S Orcas St,WA,98108.0,GREATER DUWAMISH,Non-Refrigerated Warehouse,,1.0,1.0,27680.0,,1745613.875,0.0,641705.0,1103922.0,63.1,48,2,1.0,0.0,27680.0,27680.0,12359.877806349472
20987,2016,NonResidential,Small- and Mid-Sized Office,Building P,5700 Sixth Avenue South,WA,98108.0,GREATER DUWAMISH,Office,,1.0,2.0,25872.0,,1741783.5,0.0,1028648.0,713156.0,45.045,47,2,1.0,0.0,25872.0,12936.0,12360.00468894634
20988,2016,NonResidential,Small- and Mid-Sized Office,Building O,655 South Orcas Street,WA,98108.0,GREATER DUWAMISH,Office,,1.0,2.0,25872.0,44.5,2277880.25,0.0,976716.5,1301183.5,75.91499999999999,47,1,1.0,0.0,25872.0,12936.0,12359.973036670743
20989,2016,NonResidential,Warehouse,Building N,661 South Orcas Street,WA,98108.0,GREATER DUWAMISH,Non-Refrigerated Warehouse,,1.0,1.0,20500.0,64.5,225406.04690000002,0.0,225411.0,0.0,1.57,47,1,1.0,0.0,20500.0,20500.0,12359.973036670743
21005,2016,NonResidential,Small- and Mid-Sized Office,4000 aurora building,4000 aurora ave n,WA,98103.0,LAKE UNION,Office,,1.0,2.0,21436.0,94.5,553421.34375,0.0,553433.5,0.0,3.8600000000000003,58,1,1.0,0.0,21436.0,10718.0,12356.485501565327
21023,2016,NonResidential,Mixed Use Property,George Pocock Memorial Rowing Center,3316 Fuhrman Ave E,WA,98102.0,NORTHEAST,Office,,1.0,1.0,20233.0,,591025.5625,0.0,334513.0,256519.5,15.96,18,3,1.0,0.0,20233.0,20233.0,12354.9600391422
21057,2016,NonResidential,Small- and Mid-Sized Office,Fremont Space,600 N. 36th Street,WA,98103.0,LAKE UNION,Office,,1.0,4.0,39926.0,,1001934.844,0.0,854588.0,147365.0,13.785,10,4,0.68943,0.31057,39926.0,9981.5,12356.95385950694
21088,2016,NonResidential,Small- and Mid-Sized Office,Northlake Plaza,936 N 34TH ST,WA,98103.0,LAKE UNION,Office,,1.0,3.0,31417.0,94.0,1113912.625,0.0,689218.0,424709.0,27.36,31,2,0.74186,0.25814,31417.0,10472.333,12356.749916963889
21095,2016,NonResidential,Self-Storage Facility,Belltown Self Storage,1915 Third Ave.,WA,98101.0,DOWNTOWN,Self-Storage Facility,,1.0,6.0,46580.0,,737547.6875,0.0,737563.0,0.0,5.140000000000001,88,1,1.0,0.0,46580.0,7763.333,12358.11891773921
21097,2016,NonResidential,Retail Store,BERGMAN'S LUGGAGE,1907 3RD AVE,WA,98101.0,DOWNTOWN,Retail Store,,1.0,2.0,25920.0,21.0,473733.04689999996,0.0,473743.0,0.0,3.3049999999999997,100,1,1.0,0.0,25920.0,12960.0,12358.105820101411
21102,2016,NonResidential,Retail Store,"SWIFTY PRINTING & DIGITAL IMAGING, INC.",2001 3RD AVENUE,WA,98121.0,DOWNTOWN,Retail Store,,1.0,2.0,25920.0,91.5,1051106.25,0.0,911416.0,139710.0,13.775,97,1,1.0,0.0,25920.0,12960.0,12358.162687208458
21103,2016,NonResidential,Hotel,Palladian Hotel,2000 Second Avenue,WA,98121.0,DOWNTOWN,Unknown,,1.0,8.0,61721.0,93.0,2897079.75,0.0,2534592.0,362488.0,36.92,106,1,1.0,0.0,61721.0,7715.125,12358.19249172108
21108,2016,NonResidential,Small- and Mid-Sized Office,DSHS Belltown Center,2106 2nd Avenue,WA,98121.0,DOWNTOWN,Office,,1.0,2.0,25920.0,79.5,1623697.1875,0.0,989495.5,634220.5,40.584999999999994,97,1,1.0,0.0,25920.0,12960.0,12358.256174566717
21115,2016,NonResidential,Small- and Mid-Sized Office,Administration - Cassel Crag,1218 Terry Ave,WA,98101.0,EAST,Office,,1.0,4.0,39760.0,91.5,2524281.0,1749879.375,528111.0,246301.5,151.82999999999998,91,1,1.0,0.0,39760.0,9940.0,12357.291923597399
21116,2016,NonResidential,Other,Sunset Club,1021 University St.,WA,98101.0,EAST,Other,,1.0,3.0,30971.0,,2811075.5,207773.14844999998,1353385.5,1249945.5,91.86,96,1,1.0,0.0,30971.0,10323.667,12357.256184374777
21117,2016,NonResidential,Small- and Mid-Sized Office,Administration - Blackford Hall,1000 Seneca St,WA,98101.0,EAST,Office,,1.0,3.0,22667.0,1.0,3672127.5,1489674.1875,2009292.5,173203.0,138.195,70,1,1.0,0.0,22667.0,7555.667,12357.291425216235
21119,2016,NonResidential,Warehouse,Canal Building,712 N 34th St,WA,98103.0,LAKE UNION,Non-Refrigerated Warehouse,,1.0,2.0,33840.0,,1724722.125,0.0,1037237.0,687502.5,43.745000000000005,89,3,1.0,0.0,33840.0,16920.0,12356.927409732247
21122,2016,NonResidential,Mixed Use Property,Fremont Court-Equinox Building,3424 Fremont Ave. N.,WA,98103.0,LAKE UNION,Multifamily Housing,,3.0,3.0,41827.0,,4220727.5,0.0,2469064.5,1751714.5,110.245,15,5,0.77942,0.22058,13942.333,13942.333,12356.932689917709
21125,2016,NonResidential,Small- and Mid-Sized Office,The Peck Building,701 North 36th Street,WA,98103.0,LAKE UNION,Office,,1.0,5.0,33740.0,73.5,1347936.125,0.0,1347965.0,0.0,9.395,15,3,0.82187,0.17813,33740.0,6748.0,12356.88498477137
21129,2016,NonResidential,Retail Store,Dubliner Building,3515 Fremont Ave N,WA,98103.0,LAKE UNION,Retail Store,,1.0,2.0,20516.0,98.5,983971.8125,0.0,267160.5,716816.5,39.93,105,2,1.0,0.0,20516.0,10258.0,12356.932001765637
21133,2016,NonResidential,Retail Store,The Fremont Building,3417 Fremont Ave N.,WA,98103.0,LAKE UNION,Retail Store,,1.0,3.0,27480.0,87.0,1242647.625,0.0,1242674.0,0.0,8.66,110,2,1.0,0.0,27480.0,9160.0,12356.969796030646
21138,2016,NonResidential,Mixed Use Property,Saturn Building,3417 Evanston Ave. N.,WA,98103.0,LAKE UNION,Office,,1.0,1.0,46958.0,93.5,1897936.4375,0.0,1516322.5,381647.0,30.84,69,4,1.0,0.0,46958.0,46958.0,12357.04904405845
21140,2016,NonResidential,Distribution Center,124N35,124 North 35th Street,WA,98103.0,LAKE UNION,Distribution Center,,1.0,1.0,26532.0,4.5,1847636.125,0.0,828786.0,1018868.0,59.89,32,1,1.0,0.0,26532.0,26532.0,12357.276074542893
21141,2016,NonResidential,Small- and Mid-Sized Office,FREMONT FOUNDRY,154 N 35TH ST,WA,98103.0,LAKE UNION,Office,,1.0,2.0,22388.0,,545438.0625,0.0,442653.5,102793.0,8.545,35,2,1.0,0.0,22388.0,11194.0,12357.242469698822
21142,2016,NonResidential,Other,155N35,155 North 35th Street,WA,98103.0,LAKE UNION,Other,,1.0,1.0,30730.0,,2588371.625,0.0,1668268.0,920133.0,60.5,47,1,1.0,0.0,30730.0,30730.0,12357.28816683753
21145,2016,NonResidential,Small- and Mid-Sized Office,Fremont West Building,123 NW 36th St,WA,98107.0,LAKE UNION,Office,,1.0,2.0,35600.0,55.5,1994246.875,0.0,1927414.0,66869.0,16.990000000000002,30,2,1.0,0.0,35600.0,17800.0,12357.399062398168
21150,2016,NonResidential,Worship Facility,First Free Methodist Church,58 W Dravus,WA,98119.0,MAGNOLIA / QUEEN ANNE,Worship Facility,,1.0,3.0,62000.0,82.0,1749221.5625,0.0,291464.0,1457764.0,79.455,67,2,1.0,0.0,62000.0,20666.667,12357.73044251258
21172,2016,NonResidential,Small- and Mid-Sized Office,101 Nickerson,101 Nickerson St,WA,98109.0,MAGNOLIA / QUEEN ANNE,Office,,1.0,2.0,23600.0,84.0,745573.34375,0.0,745588.5,0.0,5.195,35,1,1.0,0.0,23600.0,11800.0,12357.424145354038
21177,2016,NonResidential,Small- and Mid-Sized Office,4 Nick,4 Nickerson,WA,98109.0,MAGNOLIA / QUEEN ANNE,Office,,1.0,3.0,40067.0,36.0,2504310.875,0.0,2504367.0,0.0,17.46,30,1,1.0,0.0,40067.0,13355.667,12357.445280004633
21178,2016,NonResidential,Small- and Mid-Sized Office,6 Nick,6 Nickerson,WA,98109.0,MAGNOLIA / QUEEN ANNE,Office,,1.0,3.0,26419.0,70.5,1027672.5,0.0,1027692.5,0.0,7.16,27,1,0.73799,0.26201,26419.0,8806.333,12357.445280004633
21179,2016,NonResidential,Small- and Mid-Sized Office,2 Nick,2 Nickerson,WA,98109.0,MAGNOLIA / QUEEN ANNE,Office,,1.0,3.0,25262.0,65.0,1269424.125,0.0,1055730.5,213713.0,18.71,37,1,1.0,0.0,25262.0,8420.667,12357.445280004633
21180,2016,NonResidential,Other,"Seventeen Meters, LLC",437 N 34th Street,WA,98103.0,LAKE UNION,Other,,0.5,3.0,53103.0,,4924829.0,0.0,4838211.5,86719.0,38.334999999999994,20,1,1.0,0.0,106206.0,17701.0,12357.17778219221
21181,2016,NonResidential,Small- and Mid-Sized Office,Canal Place - 150 Building,150 Nickerson Street,WA,98109.0,MAGNOLIA / QUEEN ANNE,Office,,1.0,3.0,34106.0,46.0,1846664.5625,0.0,1846707.5,0.0,12.875,36,1,1.0,0.0,34106.0,11368.667,12357.366671009157
21182,2016,NonResidential,Small- and Mid-Sized Office,Canal Place - 130 Building,130 Nickerson Street,WA,98109.0,MAGNOLIA / QUEEN ANNE,Office,,1.0,3.0,50896.5,18.5,2782274.375,0.0,2782341.5,0.0,19.395,36,1,1.0,0.0,50896.5,16965.5,12357.402670718582
21183,2016,NonResidential,Small- and Mid-Sized Office,Canal Place Office Park,180 & 192 Nickerson St,WA,98109.0,MAGNOLIA / QUEEN ANNE,Office,,1.0,3.0,70296.0,86.0,2808233.75,0.0,2808292.0,0.0,19.575000000000003,36,1,1.0,0.0,70296.0,23432.0,12357.328692527924
21192,2016,NonResidential,Distribution Center,Alaska Marine Lines,5615 W Marginal Way SW,WA,98106.0,DELRIDGE,Distribution Center,,1.5,2.0,28368.0,,1838261.3125,0.0,1529563.5,308730.0,27.060000000000002,45,2,1.0,0.0,18912.0,14184.0,12361.424229209362
21208,2016,NonResidential,Other,Stone Avenue Building,13100 Stone Avenue North,WA,98133.0,NORTHWEST,Other,,1.0,2.0,92080.0,,5680488.25,0.0,3267356.0,2413201.5,150.945,52,1,1.0,0.0,92080.0,46040.0,12352.850205397583
21212,2016,NonResidential,Other,Granite Curling Club,1440 N 128th St,WA,98133.0,NORTHWEST,Other - Recreation,,1.0,1.0,20236.0,,1978208.125,0.0,1221712.0,756522.0,48.695,55,1,1.0,0.0,20236.0,20236.0,12352.899278107605
21213,2016,NonResidential,Small- and Mid-Sized Office,"Cochran, Inc",12500 Aurora Avenue North,WA,98133.0,NORTHWEST,Office,,1.0,2.0,39815.0,66.0,1802769.875,0.0,1485734.5,561338.0,40.17,65,2,1.0,0.0,39815.0,19907.5,12353.272372435129
21216,2016,Nonresidential COS,Other,Mary's Place (PI Bank),1155 (1157) N 130th Ave,WA,98133.0,NORTHWEST,Residential Care Facility,,1.0,4.0,25557.0,,1797402.25,0.0,1797429.0,0.0,12.530000000000001,46,1,1.0,0.0,25557.0,6389.25,12353.04852974314
21218,2016,Nonresidential COS,Other,HLF FFD VMG (A),12645 Ashworth Ave N,WA,98133.0,NORTHWEST,Other - Services,,1.0,2.0,26994.0,,3196687.625,0.0,900804.0,2295902.5,128.215,58,2,1.0,0.0,26994.0,13497.0,12352.996987037404
21219,2016,NonResidential,Warehouse,Comcast,12645 Stone Ave N,WA,98133.0,NORTHWEST,Non-Refrigerated Warehouse,,1.0,1.0,48112.0,71.0,1546835.9375,0.0,1546869.5,0.0,10.785,44,1,1.0,0.0,48112.0,48112.0,12353.126961987695
21221,2016,NonResidential,Other,(ID#21221) KC Metro Transit North Facilities Maintenance,12525 STONE AVE N,WA,98133.0,NORTHWEST,Other - Public Services,,1.0,1.0,20909.0,50.0,1129532.625,0.0,653000.0,476545.5,29.865000000000002,7,2,1.0,0.0,20909.0,20909.0,12353.175855142064
21226,2016,NonResidential,Small- and Mid-Sized Office,Laurel Building,911 N 145th,WA,98133.0,NORTHWEST,Office,,1.0,2.0,42793.0,32.0,1692492.75,0.0,1692526.0,0.0,11.795,15,2,0.614,0.386,42793.0,21396.5,12352.825733314658
21233,2016,NonResidential,Other,Fitness International North Seattle,13244 Aurora Avenue North,WA,98133.0,NORTHWEST,Other - Recreation,,1.0,2.0,45000.0,,5783667.0,0.0,2996397.0,2787332.0,168.925,9,1,1.0,0.0,45000.0,22500.0,12352.91624763785
21236,2016,NonResidential,Retail Store,PETSMART 0375 (ID21236),13000 AURORA AVE N,WA,98133.0,NORTHWEST,Retail Store,,1.0,1.0,26115.0,42.5,1647447.3125,0.0,1171051.5,476421.0,33.465,18,1,1.0,0.0,26115.0,26115.0,12353.084791440602
21239,2016,NonResidential,Worship Facility,Seattle North,5701 8th Ave N,WA,98105.0,NORTHEAST,Worship Facility,,1.0,1.0,26033.0,83.0,1085626.125,0.0,321078.0,764554.0,42.845,67,2,1.0,0.0,26033.0,26033.0,12354.027734178562
21243,2016,NonResidential,K-12 School,"Seattle Country Day School Bldgs 1,2 & 4",2619 4th Ave North,WA,98109.0,MAGNOLIA / QUEEN ANNE,K-12 School,,1.0,4.0,48660.0,81.0,1885753.0625,0.0,831044.0,1054726.5,61.81,9,1,1.0,0.0,48660.0,12165.0,12357.340237186576
21244,2016,NonResidential,Senior Care Community,Queen Anne Healthcare,2717 Dexter Ave N,WA,98109.0,MAGNOLIA / QUEEN ANNE,Senior Care Community,,1.0,2.0,46539.0,76.0,5212443.25,0.0,2298468.0,2914022.5,170.79,46,1,1.0,0.0,46539.0,23269.5,12357.10896380428
